Title,product_id,ISSN print,ISSN electronic,Imprint,"Primary Language",Open Access,Comment,License,Main discipline,"Production Editor"
Queueing Systems,11134,0257-0130,1572-9443,Springer,English,Hybrid (Open Choice),,CC BY,"Business and Management","Ramachandran, Bharathi"
Race and Social Problems,12552,1867-1748,1867-1756,Springer,English,Hybrid (Open Choice),,CC BY,Social Sciences,"Jayaraj, Poongulazhali"
"Radiation Detection Technology and Methods",41605,2509-9930,2509-9949,Springer,English,Hybrid (Open Choice),,CC BY,Physics,"Daum, Jutta"
"Radiation and Environmental Biophysics",411,0301-634X,1432-2099,Springer,English,Hybrid (Open Choice),,CC BY,Physics,"Sureshkumar, Deepika"
Der Radiologe,117,0033-832X,1432-2102,SpringerMedizin,German,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Kehl, Claudia"
La radiologia medica,11547,,1826-6983,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Ramanathan, Elangovan"
"Radiological Physics and Technology",12194,1865-0333,1865-0341,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Babu, Saravanan"
The Ramanujan Journal,11139,1382-4090,1572-9303,Springer,English,Hybrid (Open Choice),,CC BY,Mathematics,"Langlois, James"
Rare Metals,12598,1001-0521,1867-7185,"Nonferrous Metals Society of China, co-published with Springer",English,Hybrid (Open Choice),,CC BY,"Materials Science","Jeyaraj, Aravindhan"
"Raumforschung und Raumordnung |  Spatial Research and Planning",13147,0034-0111,1869-4179,Springer,German,Hybrid (Open Choice),,CC BY,Geography,"Weigel, Thomas"
"Reaction Kinetics, Mechanisms and Catalysis",11144,1878-5190,1878-5204,"Akadémiai Kiadó, co-published with Springer",English,Hybrid (Open Choice),,CC BY,Chemistry,"Thilagam, Kasturi"
Reading and Writing,11145,0922-4777,1573-0905,Springer,English,Hybrid (Open Choice),,CC BY,Linguistics,"Thilagam, Kasturi"
Real-Time Systems,11241,0922-6443,1573-1383,Springer,English,Hybrid (Open Choice),,CC BY,"Computer Science","Vedachalam, Hemalatha"
Rechtsmedizin,194,0937-9819,1434-5196,SpringerMedizin,German,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Wagner, Anna"
"Regenerative Engineering and Translational Medicine",40883,2364-4133,2364-4141,Springer,English,Hybrid (Open Choice),,CC BY,"Materials Science","Davis, Jeff"
Regional Environmental Change,10113,1436-3798,1436-378X,Springer,English,Hybrid (Open Choice),,CC BY,Environment,"Wervone Aguilar, Andrew"
"Remote Sensing in Earth Systems Sciences",41976,2520-8195,2520-8209,Springer,English,Hybrid (Open Choice),New Start in 2018.,CC BY,Geography,"Bascon, Yvette"
"Rendiconti del Circolo Matematico di Palermo Series 2",12215,0009-725X,1973-4409,Springer,English,Hybrid (Open Choice),,CC BY,Mathematics,"Wieland, Bernd"
"Rendiconti Lincei. Scienze Fisiche e Naturali",12210,2037-4631,1720-0776,Springer,English,Hybrid (Open Choice),,CC BY,Environment,"Rajendran, Thangeswari"
Requirements Engineering,766,0947-3602,1432-010X,Springer,English,Hybrid (Open Choice),,CC BY,"Computer Science","Gaur, Sumintra"
Res Publica,11158,1356-4765,1572-8692,Springer,English,Hybrid (Open Choice),,CC BY,Philosophy,"Klijn, Marielle"
"Research on Chemical Intermediates",11164,0922-6168,1568-5675,Springer,English,Hybrid (Open Choice),,CC BY,Chemistry,"Manoharan, Suganya"
Research in Engineering Design,163,0934-9839,1435-6066,Springer,English,Hybrid (Open Choice),,CC BY,Engineering,"Reddy, Srikanth"
Research in Higher Education,11162,0361-0365,1573-188X,Springer,English,Hybrid (Open Choice),,CC BY,Education,"Devakumar, Radika"
"Research in the Mathematical Sciences",40687,2522-0144,2197-9847,Springer,English,Hybrid (Open Choice),,CC BY,Mathematics,"Maged, Robert"
Research in Number Theory,40993,2522-0160,2363-9555,Springer,English,Hybrid (Open Choice),,CC BY,Mathematics,"Maged, Robert"
Research in Science Education,11165,0157-244X,1573-1898,Springer,English,Hybrid (Open Choice),,CC BY,Education,"Villahermosa, Aimee"
Review of Accounting Studies,11142,1380-6653,1573-7136,Springer,English,Hybrid (Open Choice),,CC BY,"Business and Management","Bascon, Yvette"
"Review of Agricultural, Food and Environmental Studies",41130,2425-6870,2425-6897,Springer,English,Hybrid (Open Choice),,CC BY,Economics,"Klijn, Marielle"
"The Review of Austrian Economics",11138,0889-3047,1573-7128,Springer,English,Hybrid (Open Choice),,CC BY,Economics,"Gramatica, Rosario"
Review of Derivatives Research,11147,1380-6645,1573-7144,Springer,English,Hybrid (Open Choice),,CC BY,Finance,"Sathish, Malathi"
Review of Economic Design,10058,1434-4742,1434-4750,Springer,English,Hybrid (Open Choice),,CC BY,Economics,"Gaur, Sumintra"
"Review of Economics of the Household",11150,1569-5239,1573-7152,Springer,English,Hybrid (Open Choice),,CC BY,Economics,"Pesala, Nandhini"
Review of Industrial Organization,11151,0889-938X,1573-7160,Springer,English,Hybrid (Open Choice),,CC BY,Economics,"Manoharan, Suganya"
"The Review of International Organizations",11558,1559-7431,1559-744X,Springer,English,Hybrid (Open Choice),,CC BY,Social Sciences,"Alejo, Mildred"
"Review Journal of Autism and Developmental Disorders",40489,2195-7177,2195-7185,Springer,English,Hybrid (Open Choice),,CC BY,Psychology,"Seidenfeld, David"
Review of Managerial Science,11846,1863-6683,1863-6691,Springer,English,Hybrid (Open Choice),,CC BY,"Business and Management","Gaur, Sumintra"
"Review of Philosophy and Psychology",13164,,1878-5166,Springer,English,Hybrid (Open Choice),,CC BY,Philosophy,"Vloemans, Hermine"
"Review of Quantitative Finance and Accounting",11156,0924-865X,1573-7179,Springer,English,Hybrid (Open Choice),,CC BY,Finance,"Panneerselvam, Prathap"
Review of Regional Research,10037,0173-7600,1613-9836,Springer,English,Hybrid (Open Choice),,CC BY,Economics,"Weigel, Thomas"
Review of Religious Research,13644,0034-673X,2211-4866,Springer,English,Hybrid (Open Choice),,CC BY,Social Sciences,"Lazar, Margit"
"The Review of Socionetwork Strategies",12626,2523-3173,1867-3236,Springer,English,Hybrid (Open Choice),,CC BY,"Business and Management","Ganesan, Remya"
Review of World Economics,10290,1610-2878,1610-2886,Springer,English,Hybrid (Open Choice),,CC BY,Economics,"Gaur, Sumintra"
"Reviews in Endocrine and Metabolic Disorders",11154,1389-9155,1573-2606,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Gramatica, Rosario"
"Reviews in Environmental Science and Bio/Technology",11157,1569-1705,1572-9826,Springer,English,Hybrid (Open Choice),,CC BY,Environment,"Anitha, G. V."
"Reviews in Fish Biology and Fisheries",11160,0960-3166,1573-5184,Springer,English,Hybrid (Open Choice),,CC BY,Life Sciences,"Anitha, G. V."
"Reviews of Modern Plasma Physics",41614,,2367-3192,Springer,English,Hybrid (Open Choice),,CC BY,Physics,"Somasundaram, Aravind"
Revista Matemática Complutense,13163,1139-1138,1988-2807,Springer,English,Hybrid (Open Choice),,CC BY,Mathematics,"Balaji, Dhivya"
"Revista de la Real Academia de Ciencias Exactas, Físicas y Naturales. Serie A. Matemáticas",13398,1578-7303,1579-1505,Springer,English,Hybrid (Open Choice),,CC BY,Mathematics,"Balaji, Dhivya"
Rheologica Acta,397,0035-4511,1435-1528,Springer,English,Hybrid (Open Choice),,CC BY,"Materials Science","Fabe, Junlen"
rheuma plus,12688,1868-260X,2191-2610,SpringerMedizin,German,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Scheuermann, Ria"
Rheumatology International,296,,1437-160X,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Ratnabai, Sumathi"
Ricerche di Matematica,11587,0035-5038,1827-3491,Springer,English,Hybrid (Open Choice),,CC BY,Mathematics,"Vijayaraghunat han, Preetha"
"La Rivista Italiana della Medicina di Laboratorio - Italian Journal of Laboratory Medicine",13631,1825-859X,2039-6821,Springer,Italian,Hybrid (Open Choice),"No longer published by SpringerNature as of completion of volume 14 (2018).",CC BY,Biomedicine,"Schüller, Bernhard"
"Rock Mechanics and Rock Engineering",603,0723-2632,1434-453X,Springer,English,Hybrid (Open Choice),,CC BY,Earth Sciences,"Varghese, Beulah"
Russian Linguistics,11185,0304-3487,1572-8714,Springer,English,Hybrid (Open Choice),,CC BY,Linguistics,"van Dijl, Stefan"
"São Paulo Journal of Mathematical Sciences",40863,1982-6907,2316-9028,Springer,English,Hybrid (Open Choice),,CC BY,Mathematics,"Cerami, Joe"
Schmalenbach Business Review,41464,1439-2917,2194-072X,Springer,English,Hybrid (Open Choice),,CC BY,"Business and Management","Schüller, Bernhard"
"Schmalenbachs Zeitschrift für betriebswirtschaftliche Forschung",41471,0341-2687,2366-6153,Springer Gabler,German,Hybrid (Open Choice),,CC BY,"Business and Management","Schüller, Bernhard"
School Mental Health,12310,1866-2625,1866-2633,Springer,English,Hybrid (Open Choice),,CC BY,Psychology,"Raj, Vatsala"
Science China Chemistry,11426,1674-7291,1869-1870,"Science China Press, co-published with Springer",English,Hybrid (Open Choice),,CC BY,Chemistry,"Gotzmann, Volker"
Science China Earth Sciences,11430,1674-7313,1869-1897,"Science China Press, co-published with Springer",English,Hybrid (Open Choice),,CC BY,Earth Sciences,"Gotzmann, Volker"
"Science China Information Sciences",11432,1674-733X,1869-1919,"Science China Press, co-published with Springer",English,Hybrid (Open Choice),,CC BY,"Computer Science","Gotzmann, Volker"
Science China Life Sciences,11427,1674-7305,1869-1889,"Science China Press, co-published with Springer",English,Hybrid (Open Choice),,CC BY,Life Sciences,"Gotzmann, Volker"
Science China Materials,40843,2095-8226,2199-4501,"Science China Press, co-published with Springer",English,Hybrid (Open Choice),,CC BY,"Materials Science","Gotzmann, Volker"
Science China Mathematics,11425,1674-7283,1869-1862,"Science China Press, co-published with Springer",English,Hybrid (Open Choice),,CC BY,Mathematics,"Gotzmann, Volker"
"Science China Physics, Mechanics & Astronomy",11433,1674-7348,1869-1927,"Science China Press, co-published with Springer",English,Hybrid (Open Choice),,CC BY,Physics,"Gotzmann, Volker"
"Science China Technological Sciences",11431,1674-7321,1869-1900,"Science China Press, co-published with Springer",English,Hybrid (Open Choice),,CC BY,Engineering,"Gotzmann, Volker"
Science & Education,11191,0926-7220,1573-1901,Springer,English,Hybrid (Open Choice),,CC BY,Education,"Mortillero, Jill"
Science and Engineering Ethics,11948,1353-3452,1471-5546,Springer,English,Hybrid (Open Choice),,CC BY,Philosophy,"Klijn, Marielle"
The Science of Nature,114,0028-1042,1432-1904,Springer,English,Hybrid (Open Choice),,CC BY,Life Sciences,"Catalan, Ganabee"
Scientometrics,11192,0138-9130,1588-2861,"Akadémiai Kiadó, co-published with Springer",English,Hybrid (Open Choice),,CC BY,"Computer Science","Thilagam, Kasturi"
Selecta Mathematica,29,,1420-9020,Birkhäuser,English,Hybrid (Open Choice),,CC BY,Mathematics,"Ramanathan, Elangovan"
SeMA Journal,40324,2254-3902,2281-7875,Springer,English,Hybrid (Open Choice),,CC BY,Mathematics,"Wieland, Bernd"
Semigroup Forum,233,0037-1912,1432-2137,Springer,English,Hybrid (Open Choice),,CC BY,Mathematics,"Langlois, James"
Seminars in Immunopathology,281,1863-2297,1863-2300,Springer,English,Hybrid (Open Choice),,CC BY,Biomedicine,"Roseveare, David"
Sensing and Imaging,11220,,1557-2072,Springer,English,Hybrid (Open Choice),,CC BY,Engineering,"Raj, Vatsala"
Service Business,11628,,1862-8508,Springer,English,Hybrid (Open Choice),,CC BY,"Business and Management","Dixit, Amit"
"Service Oriented Computing and Applications",11761,,1863-2394,Springer,English,Hybrid (Open Choice),,CC BY,"Computer Science","Ahmed, Sadat"
"Set-Valued and Variational Analysis",11228,1877-0533,1877-0541,Springer,English,Hybrid (Open Choice),,CC BY,Mathematics,"Parcon, Jennyca"
Sex Roles,11199,0360-0025,1573-2762,Springer,English,Hybrid (Open Choice),,CC BY,Psychology,"Icamen, Eurica Mae"
Sexuality & Culture,12119,1095-5143,1936-4822,Springer,English,Hybrid (Open Choice),,CC BY,Social Sciences,"Shenbagam, S."
Sexuality and Disability,11195,0146-1044,1573-6717,Springer,English,Hybrid (Open Choice),,CC BY,Psychology,"Nagaraj, Govind"
"Sexuality Research and Social Policy",13178,,1553-6610,Springer,English,Hybrid (Open Choice),,CC BY,Psychology,"Delgado, Melissa"
"Shape Memory and Superelasticity",40830,2199-384X,2199-3858,Springer,English,Hybrid (Open Choice),,CC BY,"Materials Science","Langlois, James"
Shock Waves,193,0938-1287,1432-2153,Springer,English,Hybrid (Open Choice),,CC BY,Engineering,"Dharmalingam, Shivaraman"
"Signal, Image and Video Processing",11760,,1863-1711,Springer,English,Hybrid (Open Choice),,CC BY,"Computer Science","Gaur, Sumintra"
Silicon,12633,,1876-9918,Springer,English,Hybrid (Open Choice),,CC BY,Chemistry,"Boy Cutamora, Barney"
Skeletal Radiology,256,0364-2348,1432-2161,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Marabillo, Annalyn P."
Sleep and Biological Rhythms,41105,1446-9235,1479-8425,Springer,English,Hybrid (Open Choice),,CC BY,Biomedicine,"Babu, Saravanan"
Sleep and Breathing,11325,1520-9512,1522-1709,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Chavez, Shiela"
Sleep and Vigilance,41782,,2510-2265,Springer,English,Hybrid (Open Choice),,CC BY,Biomedicine,"Hart, Kerstin"
Small Business Economics,11187,0921-898X,1573-0913,Springer,English,Hybrid (Open Choice),,CC BY,"Business and Management","Jolbot, Michelle"
Small-scale Forestry,11842,1873-7617,1873-7854,Springer,English,Hybrid (Open Choice),,CC BY,Life Sciences,"Arcot, Shrivatsan"
Social Choice and Welfare,355,0176-1714,1432-217X,Springer,English,Hybrid (Open Choice),,CC BY,Economics,"Vogel, Andreas"
Social Justice Research,11211,0885-7466,1573-6725,Springer,English,Hybrid (Open Choice),,CC BY,Psychology,"Jayaraj, Poongulazhali"
"Social Network Analysis and Mining",13278,,1869-5469,Springer,English,Hybrid (Open Choice),,CC BY,"Computer Science","Sureshkumar, Deepika"
"Social Psychiatry and Psychiatric Epidemiology",127,0933-7954,1433-9285,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Chinnasamy, Sathishkumar"
Social Psychology of Education,11218,1381-2890,1573-1928,Springer,English,Hybrid (Open Choice),,CC BY,Education,"Lazar, Margit"
Society,12115,0147-2011,1936-4725,Springer,English,Hybrid (Open Choice),,CC BY,Social Sciences,"Darnowsky, Robert"
Socio-Cognitive Systems,42419,2524-4485,2524-4493,Springer,English,Hybrid (Open Choice),New Start in 2019.,CC BY,"Computer Science","Uhl, Beate"
Socio-Ecological Practice Research,42532,2524-5279,2524-5287,Springer,English,Hybrid (Open Choice),New Start in 2019.,CC BY,Geography,
Soft Computing,500,1432-7643,1433-7479,Springer,English,Hybrid (Open Choice),,CC BY,Engineering,"Pappichetty, Jayaprakash"
Software Quality Journal,11219,0963-9314,1573-1367,Springer,English,Hybrid (Open Choice),,CC BY,"Computer Science","Janguin, Emilie"
Software & Systems Modeling,10270,1619-1366,1619-1374,Springer,English,Hybrid (Open Choice),,CC BY,"Computer Science","Reddy, Srikanth"
Solar Physics,11207,,1573-093X,Springer,English,Hybrid (Open Choice),,CC BY,Physics,"Pieren, Eric"
Somnologie,11818,1432-9123,1439-054X,SpringerMedizin,German,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Hart, Kerstin"
Sophia,11841,0038-1527,1873-930X,Springer,English,Hybrid (Open Choice),,CC BY,Philosophy,"Parcon, Jennyca"
Soziale Passagen,12592,1867-0180,1867-0199,Springer VS,German,Hybrid (Open Choice),,CC BY,Social Sciences,"Hofrichter, Patricia"
Soziale Probleme,41059,0939-608X,2364-3951,Springer VS,German,Hybrid (Open Choice),,CC BY,Social Sciences,"Litterer, Marina"
Space Science Reviews,11214,,1572-9672,Springer,English,Hybrid (Open Choice),,CC BY,Physics,"Pieren, Eric"
Spatial Demography,40980,2364-2289,2164-7070,Springer,English,Hybrid (Open Choice),,CC BY,Social Sciences,"Klijn, Marielle"
Spatial Information Research,41324,2366-3286,2366-3294,"Korean Spatial Information Society, co-published with Springer",English,Hybrid (Open Choice),,CC BY,Geography,"Sekar, Anu"
Spektrum der Augenheilkunde,717,0930-4282,1613-7523,SpringerMedizin,German,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Wagner, Anna"
Sport Sciences for Health,11332,,1825-1234,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Bala, Senthil"
Sports Engineering,12283,1369-7072,1460-2687,Springer,English,Hybrid (Open Choice),,CC BY,Engineering,"Varghese, Beulah"
Sports Medicine,40279,0112-1642,1179-2035,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Pappichetty, Jayaprakash"
Standort,548,0174-3635,1432-220X,Springer,German,Hybrid (Open Choice),,CC BY,Geography,"Daum, Jutta"
"Statistical Inference for Stochastic Processes",11203,1387-0874,1572-9311,Springer,English,Hybrid (Open Choice),,CC BY,Mathematics,"Fathima, Jasmine"
"Statistical Methods & Applications",10260,1618-2510,1613-981X,Springer,English,Hybrid (Open Choice),,CC BY,Statistics,"Schüller, Bernhard"
Statistical Papers,362,0932-5026,1613-9798,Springer,English,Hybrid (Open Choice),,CC BY,Statistics,"Manoharan, Suganya"
Statistics in Biosciences,12561,1867-1764,1867-1772,Springer,English,Hybrid (Open Choice),,CC BY,Statistics,"Langlois, James"
Statistics and Computing,11222,0960-3174,1573-1375,Springer,English,Hybrid (Open Choice),,CC BY,Statistics,"Govindaraju, Karthick"
Stem Cell Reviews and Reports,12015,,1558-6804,Springer,English,Hybrid (Open Choice),,CC BY,Life Sciences,"Nieves, Jona Rose Delos"
"Stochastic Environmental Research and Risk Assessment",477,1436-3240,1436-3259,Springer,English,Hybrid (Open Choice),,CC BY,Environment,"Govindaraju, Karthick"
"Stochastics and  Partial Differential Equations: Analysis and Computations",40072,2194-0401,2194-041X,Springer,English,Hybrid (Open Choice),,CC BY,Mathematics,"Langlois, James"
Strahlentherapie und Onkologie,66,0179-7158,1439-099X,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Häseler, Angelika"
Structural Chemistry,11224,1040-0400,1572-9001,Springer,English,Hybrid (Open Choice),,CC BY,Chemistry,"Janguin, Emilie"
"Structural and Multidisciplinary Optimization",158,1615-147X,1615-1488,Springer,English,Hybrid (Open Choice),,CC BY,Engineering,"Villahermosa, Aimee"
Studia Geophysica et Geodaetica,11200,0039-3169,1573-1626,Springer,English,Hybrid (Open Choice),,CC BY,Earth Sciences,"Rentmeester, Esther"
"Studies in Comparative International Development",12116,0039-3606,1936-6167,Springer,English,Hybrid (Open Choice),,CC BY,Social Sciences,"Faelnar, Jean"
Studies in East European Thought,11212,0925-9392,1573-0948,Springer,English,Hybrid (Open Choice),,CC BY,Philosophy,"Klijn, Marielle"
