Title,Format,product_id,ISSN print,ISSN electronic,Imprint,Primary Language,Vols Qty,Scheduled Vol Nos,Single Issues per volume,Open Access,Comment
The Review of Socionetwork Strategies,PE OF S,12626,2523-3173,1867-3236,Springer,English,1,13,2,Hybrid (Open Choice),
Review of World Economics,PE OF,10290,1610-2878,1610-2886,Springer,English,1,155,4,Hybrid (Open Choice),
Reviews in Endocrine and Metabolic Disorders,PE OF,11154,1389-9155,1573-2606,Springer,English,1,20,4,Hybrid (Open Choice),
Reviews in Environmental Science and Bio/Technology,PE OF,11157,1569-1705,1572-9826,Springer,English,1,18,4,Hybrid (Open Choice),
Reviews in Fish Biology and Fisheries,PE OF,11160,0960-3166,1573-5184,Springer,English,1,29,4,Hybrid (Open Choice),
Reviews of Modern Plasma Physics,E OF C,41614,,2367-3192,Springer,English,1,3,1,Hybrid (Open Choice),Available in electronic format only. 
Revista Matemática Complutense,PE OF,13163,1139-1138,1988-2807,Springer,English,1,32,3,Hybrid (Open Choice),
"Revista de la Real Academia de Ciencias Exactas, Físicas y Naturales. Serie A. Matemáticas",PE OF,13398,1578-7303,1579-1505,Springer,English,1,113,4,Hybrid (Open Choice),
Rheologica Acta,PE OF S,397,0035-4511,1435-1528,Springer,English,1,58,12,Hybrid (Open Choice),
rheuma plus,PE OF,12688,1868-260X,2191-2610,SpringerMedizin,German,1,18,6,Hybrid (Open Choice),Erratum Journals List: Price amendment. Special price for postage & handling for customers in Austria. 
Rheumatology International,E OF S,296,,1437-160X,Springer,English,1,39,12,Hybrid (Open Choice),
Ricerche di Matematica,PE OF,11587,0035-5038,1827-3491,Springer,English,1,68,2,Hybrid (Open Choice),
Risk Management,PE OF,41283,1460-3799,1743-4637,Palgrave Macmillan,English,1,21,4,Hybrid (Open Choice),Online version only available through an institutional license. 
Rock Mechanics and Rock Engineering,PE OF,603,0723-2632,1434-453X,Springer,English,1,52,12,Hybrid (Open Choice),
Russian Linguistics,PE OF,11185,0304-3487,1572-8714,Springer,English,1,43,3,Hybrid (Open Choice),
São Paulo Journal of Mathematical Sciences,PE OF,40863,1982-6907,2316-9028,Springer,English,1,13,2,Hybrid (Open Choice),
Schmalenbach Business Review,PE OF S,41464,1439-2917,2194-072X,Springer,English,1,71,4,Hybrid (Open Choice),
Schmalenbachs Zeitschrift für betriebswirtschaftliche Forschung,PE OF S,41471,0341-2687,2366-6153,Springer Gabler,German,1,71,4,Hybrid (Open Choice),German Library of Science. 
Der Schmerz,PE OF,482,0932-433X,1432-2129,SpringerMedizin,German,1,33,6,Hybrid (Open Choice),
School Mental Health,PE OF,12310,1866-2625,1866-2633,Springer,English,1,11,4,Hybrid (Open Choice),
Science China Chemistry,PE OF,11426,1674-7291,1869-1870,"Science China Press, co-published with Springer",English,1,62,12,Hybrid (Open Choice),Chinese Library of Science. 
Science China Earth Sciences,PE OF,11430,1674-7313,1869-1897,"Science China Press, co-published with Springer",English,1,62,12,Hybrid (Open Choice),Chinese Library of Science. 
Science China Information Sciences,PE OF C,11432,1674-733X,1869-1919,"Science China Press, co-published with Springer",English,1,62,12,Hybrid (Open Choice),Chinese Library of Science. 
Science China Life Sciences,PE OF,11427,1674-7305,1869-1889,"Science China Press, co-published with Springer",English,1,62,12,Hybrid (Open Choice),"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide. "
Science China Materials,PE OF,40843,2095-8226,2199-4501,"Science China Press, co-published with Springer",English,1,62,12,Hybrid (Open Choice),"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide. "
Science China Mathematics,PE OF,11425,1674-7283,1869-1862,"Science China Press, co-published with Springer",English,1,62,12,Hybrid (Open Choice),Chinese Library of Science. 
"Science China Physics, Mechanics & Astronomy",PE C,11433,1674-7348,1869-1927,"Science China Press, co-published with Springer",English,1,62,12,Hybrid (Open Choice),Chinese Library of Science. 
Science China Technological Sciences,PE OF,11431,1674-7321,1869-1900,"Science China Press, co-published with Springer",English,1,62,12,Hybrid (Open Choice),Chinese Library of Science. 
Science & Education,PE OF,11191,0926-7220,1573-1901,Springer,English,1,28,10,Hybrid (Open Choice),
Science and Engineering Ethics,PE OF,11948,1353-3452,1471-5546,Springer,English,1,25,6,Hybrid (Open Choice),
The Science of Nature,PE S C,114,0028-1042,1432-1904,Springer,English,1,106,12,Hybrid (Open Choice),
Scientometrics,PE OF,11192,0138-9130,1588-2861,"Akadémiai Kiadó, co-published with Springer",English,4,118-121,3,Hybrid (Open Choice),
Security Journal,PE OF,41284,0955-1662,1743-4645,Palgrave Macmillan,English,1,32,4,Hybrid (Open Choice),Online version only available through an institutional license. 
Selecta Mathematica,PE C,29,,1420-9020,Birkhäuser,English,1,25,5,Hybrid (Open Choice),
SeMA Journal,PE OF,40324,2254-3902,2281-7875,Springer,English,1,76,4,Hybrid (Open Choice),
Semigroup Forum,PE OF,233,0037-1912,1432-2137,Springer,English,2,98-99,3,Hybrid (Open Choice),
Seminars in Immunopathology,PE OF S,281,1863-2297,1863-2300,Springer,English,1,41,6,Hybrid (Open Choice),
Sensing and Imaging,E C,11220,,1557-2072,Springer,English,1,20,1,Hybrid (Open Choice),
Service Business,E OF,11628,,1862-8508,Springer,English,1,13,4,Hybrid (Open Choice),
Service Oriented Computing and Applications,E OF S,11761,,1863-2394,Springer,English,1,13,4,Hybrid (Open Choice),
Set-Valued and Variational Analysis,PE OF,11228,1877-0533,1877-0541,Springer,English,1,27,4,Hybrid (Open Choice),
Sex Roles,PE OF,11199,0360-0025,1573-2762,Springer,English,2,80-81,12,Hybrid (Open Choice),
Sexuality & Culture,PE OF,12119,1095-5143,1936-4822,Springer,English,1,23,4,Hybrid (Open Choice),
Sexuality and Disability,PE OF,11195,0146-1044,1573-6717,Springer,English,1,37,4,Hybrid (Open Choice),
Sexuality Research and Social Policy,E OF,13178,,1553-6610,Springer,English,1,16,4,Hybrid (Open Choice),
Shape Memory and Superelasticity,PE OF,40830,2199-384X,2199-3858,Springer,English,1,5,4,Hybrid (Open Choice),
Shock Waves,PE OF,193,0938-1287,1432-2153,Springer,English,1,29,8,Hybrid (Open Choice),
"Signal, Image and Video Processing",E OF,11760,,1863-1711,Springer,English,1,13,8,Hybrid (Open Choice),
Silicon,E OF,12633,,1876-9918,Springer,English,1,11,6,Hybrid (Open Choice),
Skeletal Radiology,PE OF S,256,0364-2348,1432-2161,Springer,English,1,48,12,Hybrid (Open Choice),
Sleep and Biological Rhythms,PE OF S,41105,1446-9235,1479-8425,Springer,English,1,17,4,Hybrid (Open Choice),
Sleep and Breathing,PE OF S,11325,1520-9512,1522-1709,Springer,English,1,23,4,Hybrid (Open Choice),
Sleep and Vigilance,E,41782,,2510-2265,Springer,English,1,3,2,Hybrid (Open Choice),Available in electronic format only. 
Small Business Economics,PE OF,11187,0921-898X,1573-0913,Springer,English,2,52-53,4,Hybrid (Open Choice),
Small-scale Forestry,PE OF S,11842,1873-7617,1873-7854,Springer,English,1,18,4,Hybrid (Open Choice),
SN Applied Sciences,E C,42452,,2523-3971,Springer Nature,English,1,1,12,Hybrid (Open Choice),New Start in 2019. Available in electronic format only. 
SN Comprehensive Clinical Medicine,E S,42399,,2523-8973,Springer Nature,English,1,1,12,Hybrid (Open Choice),New Start in 2019. Available in electronic format only. 
Social Choice and Welfare,PE OF,355,0176-1714,1432-217X,Springer,English,2,52-53,4,Hybrid (Open Choice),
Social Indicators Research,PE OF,11205,0303-8300,1573-0921,Springer,English,6,141-146,3,Hybrid (Open Choice),
Social Justice Research,PE OF S,11211,0885-7466,1573-6725,Springer,English,1,32,4,Hybrid (Open Choice),
Social Network Analysis and Mining,E C,13278,,1869-5469,Springer,English,1,9,1,Hybrid (Open Choice),
Social Psychiatry and Psychiatric Epidemiology,PE OF S,127,0933-7954,1433-9285,Springer,English,1,54,12,Hybrid (Open Choice),
Social Psychology of Education,PE OF,11218,1381-2890,1573-1928,Springer,English,1,22,5,Hybrid (Open Choice),
Social Theory & Health,PE OF,41285,1477-8211,1477-822X,Palgrave Macmillan,English,1,17,4,Hybrid (Open Choice),Online version only available through an institutional license. 
Society,PE OF,12115,0147-2011,1936-4725,Springer,English,1,56,6,Hybrid (Open Choice),
Socio-Cognitive Systems,PE OF S,42419,2524-4485,2524-4493,Springer,English,1,1,4,Hybrid (Open Choice),New Start in 2019. 
Socio-Ecological Practice Research,PE OF,42532,2524-5279,2524-5287,Springer,English,1,1,4,Hybrid (Open Choice),New Start in 2019. 
Soft Computing,PE OF,500,1432-7643,1433-7479,Springer,English,1,23,24,Hybrid (Open Choice),
Software Quality Journal,PE OF,11219,0963-9314,1573-1367,Springer,English,1,27,4,Hybrid (Open Choice),
Software & Systems Modeling,PE OF,10270,1619-1366,1619-1374,Springer,English,1,18,6,Hybrid (Open Choice),
Soil Ecology Letters,PE OF,42832,,,"Higher Education Press, co-published with Springer",English,1,1,4,Hybrid (Open Choice),Addendum Journals List: New start in 2019. Chinese Library of Science. Distribution rights in China: Higher Education Press. 
Solar Physics,E S C,11207,,1573-093X,Springer,English,1,294,12,Hybrid (Open Choice),
Somnologie,PE OF S,11818,1432-9123,1439-054X,SpringerMedizin,German,1,23,4,Hybrid (Open Choice),
Sophia,PE OF,11841,0038-1527,1873-930X,Springer,English,1,58,4,Hybrid (Open Choice),
Soziale Passagen,PE OF,12592,1867-0180,1867-0199,Springer VS,German,1,11,2,Hybrid (Open Choice),
Soziale Probleme,PE,41059,0939-608X,2364-3951,Springer VS,German,1,30,3,Hybrid (Open Choice),
Space Science Reviews,E S C,11214,,1572-9672,Springer,English,1,215,8,Hybrid (Open Choice),
Spatial Demography,PE OF,40980,2364-2289,2164-7070,Springer,English,1,7,3,Hybrid (Open Choice),
Spatial Information Research,PE,41324,2366-3286,2366-3294,"Korean Spatial Information Society, co-published with Springer",English,1,27,6,Hybrid (Open Choice),
Spektrum der Augenheilkunde,PE OF,717,0930-4282,1613-7523,SpringerMedizin,German,1,33,6,Hybrid (Open Choice),Special price for postage & handling for customers in Austria. 
Spinal Cord,PE,41393,1362-4393,1476-5624,Springer Nature,English,1,57,12,Hybrid (Open Choice),Subscription to Spinal Cord includes subscription to Spinal Cord Series and Cases. Online version only available through an institutional license. 
Spinal Cord Series and Cases,E C,41394,,2058-6124,Springer Nature,English,1,5,1,Hybrid (Open Choice),Subscription to Spinal Cord includes subscription to Spinal Cord Series and Cases. Online version only available through an institutional license. Available in electronic format only. 
Sport Sciences for Health,E OF S,11332,,1825-1234,Springer,English,1,15,3,Hybrid (Open Choice),
Sports Engineering,PE C S,12283,,1460-2687,Springer,English,1,22,4,Hybrid (Open Choice),
Sports Medicine,PE OF,40279,0112-1642,1179-2035,Springer,English,1,49,12,Hybrid (Open Choice),
Standort,PE,548,0174-3635,1432-220X,Springer,German,1,43,4,Hybrid (Open Choice),
Statistical Inference for Stochastic Processes,PE OF,11203,1387-0874,1572-9311,Springer,English,1,22,3,Hybrid (Open Choice),
Statistical Methods & Applications,PE OF,10260,1618-2510,1613-981X,Springer,English,1,28,4,Hybrid (Open Choice),
Statistical Papers,PE OF,362,0932-5026,1613-9798,Springer,English,1,60,6,Hybrid (Open Choice),
Statistics in Biosciences,PE,12561,1867-1764,1867-1772,Springer,English,1,11,3,Hybrid (Open Choice),
Statistics and Computing,PE OF,11222,0960-3174,1573-1375,Springer,English,1,29,6,Hybrid (Open Choice),
Stem Cell Reviews and Reports,E OF S,12015,,1558-6804,Springer,English,1,15,6,Hybrid (Open Choice),
Stochastic Environmental Research and Risk Assessment,PE OF S,477,1436-3240,1436-3259,Springer,English,1,33,12,Hybrid (Open Choice),
Stochastics and  Partial Differential Equations: Analysis and Computations,PE OF,40072,2194-0401,2194-041X,Springer,English,1,7,4,Hybrid (Open Choice),
Strahlentherapie und Onkologie,PE OF S,66,0179-7158,1439-099X,Springer,English,1,195,12,Hybrid (Open Choice),
Structural Chemistry,PE OF,11224,1040-0400,1572-9001,Springer,English,1,30,6,Hybrid (Open Choice),
Structural and Multidisciplinary Optimization,PE OF,158,1615-147X,1615-1488,Springer,English,2,59-60,6,Hybrid (Open Choice),
Studia Geophysica et Geodaetica,PE,11200,0039-3169,1573-1626,Springer,English,1,63,4,Hybrid (Open Choice),
Studia Logica,PE OF,11225,0039-3215,1572-8730,Springer,English,1,107,6,Hybrid (Open Choice),
Studies in Comparative International Development,PE,12116,0039-3606,1936-6167,Springer,English,1,54,4,Hybrid (Open Choice),
Studies in East European Thought,PE OF,11212,0925-9392,1573-0948,Springer,English,1,71,4,Hybrid (Open Choice),
Studies in Philosophy and Education,PE OF,11217,0039-3746,1573-191X,Springer,English,1,38,6,Hybrid (Open Choice),
Subjectivity,PE OF,41286,1755-6341,1755-635X,Palgrave Macmillan,English,1,12,4,Hybrid (Open Choice),Online version only available through an institutional license. 
Sugar Tech,PE OF,12355,0972-1525,0974-0740,Springer,English,1,21,6,Hybrid (Open Choice),
Supportive Care in Cancer,PE OF,520,0941-4355,1433-7339,Springer,English,1,27,12,Hybrid (Open Choice),
Surgery Today,PE OF S,595,0941-1291,1436-2813,Springer,English,1,49,12,Hybrid (Open Choice),
Surgical Endoscopy,PE OF,464,0930-2794,1432-2218,Springer,English,1,33,12,Hybrid (Open Choice),
Surgical and Radiologic Anatomy,E OF S,276,,1279-8517,Springer,English,1,41,12,Hybrid (Open Choice),
Surveys in Geophysics,PE,10712,0169-3298,1573-0956,Springer,English,1,40,6,Hybrid (Open Choice),
Sustainability Science,PE OF S,11625,1862-4065,1862-4057,Springer,English,1,14,6,Hybrid (Open Choice),
Sustainable Water Resources Management,PE OF S,40899,2363-5037,2363-5045,Springer,English,1,5,4,Hybrid (Open Choice),
Swarm Intelligence,PE OF,11721,1935-3812,1935-3820,Springer,English,1,13,4,Hybrid (Open Choice),
Swiss Journal of Geosciences,PE OF,15,1661-8726,1661-8734,Birkhäuser,English,1,112,3,Hybrid (Open Choice),
Swiss Journal of Palaeontology,PE OF,13358,1664-2376,1664-2384,Birkhäuser,English,1,138,2,Hybrid (Open Choice),
Symbiosis,PE OF,13199,0334-5114,1878-7665,Springer,English,3,77-79,3,Hybrid (Open Choice),
Synthese,PE OF,11229,0039-7857,1573-0964,Springer,English,1,196,12,Hybrid (Open Choice),
Systematic Parasitology,PE OF S,11230,0165-5752,1573-5192,Springer,English,1,96,9,Hybrid (Open Choice),
Systemic Practice and Action Research,PE OF,11213,1094-429X,1573-9295,Springer,English,1,32,6,Hybrid (Open Choice),
Targeted Oncology,PE OF,11523,1776-2596,1776-260X,Adis,English,1,14,6,Hybrid (Open Choice),
Techniques in Coloproctology,E OF S,10151,,1128-045X,Springer,English,1,23,12,Hybrid (Open Choice),
Technology and Economics of Smart Grids and Sustainable Energy,E C,40866,,2199-4706,Springer,English,1,4,1,Hybrid (Open Choice),Available in electronic format only. 
"Technology, Knowledge and Learning",PE OF,10758,2211-1662,2211-1670,Springer,English,1,24,4,Hybrid (Open Choice),
TechTrends,PE OF,11528,8756-3894,1559-7075,Springer,English,1,63,6,Hybrid (Open Choice),
Telecommunication Systems,PE OF,11235,1018-4864,1572-9451,Springer,English,3,70-72,4,Hybrid (Open Choice),
Tertiary Education and Management,PE OF,11233,1358-3883,1573-1936,Springer,English,1,25,4,Hybrid (Open Choice),Take-over in 2019. Former publisher: Taylor & Francis. 
TEST,PE OF,11749,1133-0686,1863-8260,Springer,English,1,28,4,Hybrid (Open Choice),
Thalassas: An International Journal of Marine Sciences,PE,41208,0212-5919,2366-1674,Springer,English,1,35,2,Hybrid (Open Choice),
Theoretical and Applied Climatology,PE OF S,704,0177-798X,1434-4483,Springer,English,4,135-138,4,Hybrid (Open Choice),
Theoretical and Applied Genetics,PE OF S,122,0040-5752,1432-2242,Springer,English,1,132,12,Hybrid (Open Choice),
Theoretical Chemistry Accounts,PE S C,214,1432-881X,1432-2234,Springer,English,1,138,12,Hybrid (Open Choice),
Theoretical and Computational Fluid Dynamics,PE OF,162,0935-4964,1432-2250,Springer,English,1,33,6,Hybrid (Open Choice),
Theoretical Ecology,E OF S,12080,,1874-1746,Springer,English,1,12,4,Hybrid (Open Choice),
Theoretical and Experimental Plant Physiology,E OF S,40626,,2197-0025,Springer,English,1,31,4,Hybrid (Open Choice),Available in electronic format only. 
Theoretical Medicine and Bioethics,PE OF,11017,1386-7415,1573-1200,Springer,English,1,40,6,Hybrid (Open Choice),
Theory in Biosciences,PE OF S,12064,1431-7613,1611-7530,Springer,English,1,138,2,Hybrid (Open Choice),
Theory of Computing Systems,PE OF,224,1432-4350,1433-0490,Springer,English,1,63,8,Hybrid (Open Choice),
Theory and Decision,PE OF,11238,0040-5833,1573-7187,Springer,English,2,86-87,4,Hybrid (Open Choice),
Theory and Society,PE OF,11186,0304-2421,1573-7853,Springer,English,1,48,6,Hybrid (Open Choice),
Tissue Engineering and Regenerative Medicine,E,13770,,2212-5469,"Korean Tissue Engineering and Regenerative Medicine Society, co-published with Springer",English,1,16,6,Hybrid (Open Choice),Erratum Journals List: Print subscription no longer available. 
TOP,PE OF,11750,1134-5764,1863-8279,Springer,English,1,27,3,Hybrid (Open Choice),
Topics in Catalysis,PE OF,11244,1022-5528,1572-9028,Springer,English,1,62,20,Hybrid (Open Choice),
Topics in Current Chemistry,E OF S C,41061,,2364-8961,Springer,English,1,377,6,Hybrid (Open Choice),Available in electronic format only. 
Topoi,PE OF,11245,0167-7411,1572-8749,Springer,English,1,38,4,Hybrid (Open Choice),
Transactions on Electrical and Electronic Materials,PE,42341,1229-7607,2092-7592,"Korean Institute of Electrical and Electronic Material Engineers, co-published with Springer",English,1,20,6,Hybrid (Open Choice),Take-over in 2018. Former publisher: Korean Institute of Electrical and Electronic Material Engineers. 
Transactions of the Indian Institute of Metals,PE OF,12666,0972-2815,0975-1645,Springer,English,1,72,12,Hybrid (Open Choice),
Transactions of Tianjin University,PE OF,12209,1006-4982,1995-8196,"Tianjin University, co-published with Springer",English,1,25,6,Hybrid (Open Choice),Chinese Library of Science. 
Transformation Groups,PE OF,31,1083-4362,1531-586X,Birkhäuser,English,1,24,4,Hybrid (Open Choice),
Transgenic Research,PE OF,11248,0962-8819,1573-9368,Springer,English,1,28,6,Hybrid (Open Choice),
Transition Metal Chemistry,PE OF,11243,0340-4285,1572-901X,Springer,English,1,44,8,Hybrid (Open Choice),
Translational Neuroscience Reviews,PE,42220,2522-8528,2522-8536,Springer,English,1,2,4,Hybrid (Open Choice),New Start in 2018. 
Translational Stroke Research,E OF,12975,,1868-601X,Springer,English,1,10,6,Hybrid (Open Choice),
